;Date;No_cases;Workplace;Events;Daycare;Higher Education;Secondary Education;Primary Education;Restaurants/Cafes;Transport;Entertainment;Sports;Indoor;Masks;MassGather50;MassGatherAll;Shops;Outdoor;Religion;Gatherings;Stayhome;Telework;Prikken;Rolling_R;perc_randstad;perc_under_30;perc_M
85;2020-05-20;0.015508191506282807;1.0;1.0;0.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.5;1.0;0.0;0.9531692206976339;0.5384615384615384;0.26153846153846155;0.46153846153846156
86;2020-05-21;0.014076666136472085;1.0;1.0;0.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.5;1.0;0.0;0.9343436297157621;0.4632768361581921;0.2994350282485876;0.4293785310734463
87;2020-05-22;0.012486082392237951;1.0;1.0;0.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.5;1.0;0.0;0.9251313214956298;0.5923566878980892;0.2929936305732484;0.445859872611465
88;2020-05-23;0.01153173214569747;1.0;1.0;0.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.5;1.0;0.0;0.9241440321494565;0.5172413793103449;0.2689655172413793;0.45517241379310347
89;2020-05-24;0.011372673771274058;1.0;1.0;0.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.5;1.0;0.0;0.9287415915710558;0.6013986013986014;0.27972027972027974;0.45454545454545453
90;2020-05-25;0.012167965643391124;1.0;1.0;0.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.5;1.0;0.0;0.9372345831795217;0.48366013071895425;0.28104575163398693;0.47058823529411764
91;2020-05-26;0.010736440273580405;1.0;1.0;0.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.5;1.0;0.0;0.9467937460833994;0.5555555555555556;0.21481481481481482;0.4
92;2020-05-27;0.013122315889931605;1.0;1.0;0.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.5;1.0;0.0;0.9575207788519715;0.6545454545454545;0.296969696969697;0.47878787878787876
93;2020-05-28;0.012406553205026245;1.0;1.0;0.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.5;1.0;0.0;0.9675615578851262;0.5576923076923077;0.21153846153846154;0.40384615384615385
94;2020-05-29;0.012406553205026245;1.0;1.0;0.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.5;1.0;0.0;0.9748974734433763;0.5128205128205128;0.26282051282051283;0.44871794871794873
